"Country_Wave","A001","A002","A003","A004","A005","A006","D057","D059","D060","F115","F116","F117","F118","F119","F120","F121","F122","F123","E114","E115","E116","E117","E012","E015","E016","E018","E023","E025","E026","E027","E028","E033","E035","E036","E037","E039","E040","B008"
"GEO3",1.06779661016949,1.29795714997509,1.86523046092184,2.68111609367215,1.70457976849522,1.72690963554668,1.89484643414888,1.77497425334706,2.74196838347782,2.76497232008052,2.73729240060393,1.75375375375375,1.56497175141243,1.78223350253807,3.91701461377871,4.25665983606557,3.03491543917076,1.61031664964249,2.06868577609519,2.3266818700114,3.4762156448203,1.70484816196058,0.72450110864745,2.1244019138756,1.21421052631579,1.26461377870564,2.61477045908184,2.57552483358935,2.78933880061507,2.46676813800101,2.74451810300867,5.92661691542289,7.59887583035258,5.67447784004075,7.3870806209314,3.18325676365493,4.18655207280081,1.36036036036036
"GEO5",1.0126920507682,1.23596256684492,1.79219905850706,2.29490616621984,1.33221701272605,1.23402824478816,2.10095389507154,2.07937632884479,3.0495526496903,1.81357093899931,1.68467852257182,1.30659415363698,1.15358592692828,1.16304347826087,2.57215007215007,3.72808833678399,2.26093402520385,1.11299052774019,2.41584967320261,2.39763421292084,3.29160186625194,1.38920454545455,0.699421965317919,2.50377643504532,1.30351906158358,1.3419452887538,2.46153846153846,2.65971705137751,2.74721189591078,2.3386978785662,NA,6.04128440366972,6.87436823104693,4.75395033860045,7.73324118866621,3.26497533474278,4.66712898751734,1.46755277560594
"GEO6",1.01663893510815,1.28868552412646,2.01665278934221,2.73355537052456,1.42714404662781,1.18801996672213,2.40389725420726,2.24693520140105,3.18975650713686,1.6825,1.4457429048414,1.18765638031693,1.23484848484848,1.25126475548061,1.82623509369676,3.61447811447811,1.90480274442539,1.188127090301,2.31332082551595,2.76522593320236,3.45155221072437,1.61495327102804,0.793515358361775,2.61348122866894,1.37425910245555,1.43003412969283,2.83610648918469,2.6320272572402,2.81462585034014,2.39814814814815,2.77033898305085,5.59085439229844,6.12110726643599,5.08807829181495,8.08890770533446,3.0713058419244,5.18105616093881,1.40699658703072
"GHA5",1.07632093933464,1.85845951283739,1.66336633663366,2.44838921761999,1.0764163372859,1.12065573770492,2.88969616908851,1.9,3.05940594059406,2.68829431438127,1,2.41262458471761,1.75804289544236,2.03133333333333,2.18308921438083,2.78333333333333,3.05900305188199,1.9719370294319,3.27052489905787,2.37967914438503,3.42426273458445,1.21644736842105,0.890820584144645,2.54502369668246,1.14660390047075,1.07677165354331,2.51587301587302,2.52795470629866,2.66080225193526,2.39642119752237,NA,6.52813299232737,7.7630890052356,6.35992089650626,6.2812295618051,2.68610747051114,2.5898105813194,1.52535211267606
"GHA6",1.05283505154639,1.79510309278351,1.60760309278351,2.61146907216495,1.06958762886598,1.08762886597938,2.70940721649485,1.83247422680412,2.95296391752577,1.875,1.65012886597938,1.82216494845361,1.41494845360825,1.57474226804124,1.7055412371134,2.50966494845361,NA,1.50966494845361,3.32538659793814,2.55412371134021,3.32667525773196,1.25257731958763,0.691365979381443,2.80798969072165,1.17010309278351,1.06185567010309,2.64110824742268,2.67461340206186,2.78092783505155,2.5625,2.67590206185567,5.53737113402062,6.88788659793814,5.67074742268041,5.99291237113402,2.96585051546392,3.01224226804124,1.51417525773196
"GRC7",1.07083333333333,1.50292397660819,1.72278056951424,2.84576697401509,1.35809018567639,1.71261487050961,2.29506802721088,2.93787748058671,3.35502958579882,2.38847117794486,1.67896060352054,1.37751677852349,4.76490924805532,3.98124467178176,4.57506361323155,6.86616161616162,3.10704727921499,1.88500851788756,3.59199318568995,3.13162705667276,3.731583403895,1.19362950544845,0.819148936170213,2.28646748681898,1.40561224489796,2.04719501335708,2.94741235392321,2.24010109519798,2.36551724137931,2.13247863247863,2.1596925704526,5.38415245737212,5.31384350816853,4.67798085291558,7.27531380753138,4.12542087542088,5.27067669172932,1.47234814143246
"GTM5",1.019,1.752,1.53853853853854,2.70445344129555,1.05805805805806,1.22522522522523,2.01041666666667,2.86068111455108,3.09582059123344,3.81143430290873,2.50750750750751,2.33901705115346,3.13897280966767,2.80904522613065,2.26326326326326,4.68580060422961,3.03923541247485,2.20040080160321,2.3470648815654,2.19155509783728,2.94655704008222,1.86701030927835,0.696256684491979,2.40421263791374,1.26836734693878,1.12725450901804,3.09246231155779,2.34181078331638,2.88272251308901,2.87223340040241,NA,5.93383270911361,7.07214428857715,6.32124874118832,5.81281281281281,3.93037336024218,NA,1.42206477732794
"GTM7",1.13549459684123,1.79384871155445,1.63258520365752,2.4954280964256,1.45885286783042,1.7115544472153,2.34778911564626,3.01526717557252,3.14833759590793,3.68389830508475,2.37936913895993,2.30586236193713,3.72603901611535,3.39965841161401,2.94826123833757,5.01098901098901,3.72085106382979,2.5947323704333,2.00914380714879,1.86201163757273,2.79218620116376,1.74064837905237,0.629754860524091,2.17871986699917,1.52618453865337,1.41147132169576,2.61531986531987,2.1457800511509,2.65401207937877,2.2693947144075,2.47717484926787,5.79218620116376,7.18571428571429,5.99830220713073,5.27905004240882,4.76226734348562,4.5198983911939,1.54806070826307
"HKG5",1.46902654867257,1.70856685348279,1.89613526570048,2.76585365853659,1.91558441558442,2.77011494252874,2.00164068908942,2.65539983511954,2.86400651465798,2.05385852090032,1.94766505636071,1.75341365461847,3.62085691188359,3.16518218623482,3.54360228198859,4.80277098614507,5.31006493506494,2.27845036319613,2.75087108013937,2.73262972735268,3.28414839797639,2.0185497470489,0.51946975973488,1.94909688013136,1.67260940032415,1.91564291564292,3.06381260096931,NA,NA,NA,NA,6.42636363636364,4.77786952931462,5.3631669535284,6.88861386138614,3.8135874067937,NA,1.59580052493438
"HKG6",1.17234468937876,1.631,1.79497487437186,2.52769385699899,1.92985971943888,2.77054108216433,2.04518072289157,2.66700201207243,2.85642570281124,2.7748743718593,2.05226130653266,1.92377131394183,4.20983935742972,2.97289156626506,3.23123123123123,4.54162487462387,4.99196787148594,2.78190954773869,2.79737903225806,2.56306760847629,3.26038500506586,1.93844601412714,0.447368421052632,2.06740442655936,1.36172344689379,1.76930792377131,2.77800201816347,1.98797595190381,2.34904714142427,2.26226226226226,2.57429718875502,5.40122824974411,5.9678391959799,5.76992936427851,4.91440080563948,3.96273917421954,3.97590361445783,1.45591182364729
"HKG7",1.23710843373494,1.75132530120482,1.83760270662156,2.5702519379845,1.90781853281853,2.83824239497827,1.94106280193237,2.78349514563107,2.95897683397683,2.47442084942085,2.22935779816514,2.01014002897151,5.12914230019493,3.47939893359186,3.92095053346266,5.37275811924382,5.990799031477,3.38401937046005,2.86997055937193,2.59970457902511,3.41360744003916,1.97447226313206,0.515939185875429,1.98015488867377,1.34074432092798,2.10769980506823,2.86425120772947,2.13491295938104,2.41025641025641,2.19082125603865,2.51210067763795,5.68756585879874,6.30821256038647,5.61703163017032,5.37772397094431,4.07215496368039,4.71635311143271,1.51139117789627
"HRV3",1.17252931323283,1.60469011725293,1.928632115548,3.01099830795262,1.55602358887953,2.33755274261603,1.98030821917808,2.44084136722174,3.16283034953112,4.87819420783646,3.67008547008547,2.11577181208054,4.04636920384952,3.63130881094953,5.47078746824725,6.59071729957806,5.01516503122212,3.48958333333333,3.06842105263158,1.86933333333333,3.46120689655172,1.2916307161346,0.795409181636727,2.60252100840336,1.43350168350168,2.14261603375527,2.72428330522766,1.72893136403128,2.35701438848921,2.29505300353357,2.45478723404255,5.22336448598131,5.0025641025641,3.28781331028522,7.63458262350937,2.90675791274594,4.33698399326032,1.53023255813953
"HTI6",1.30509329299042,1.73407482305359,2.30307614725164,2.57482305358948,1.41612090680101,2.03037974683544,2.99642492339122,2.78456913827655,2.21712846347607,5.7625193598348,5.66597831698503,5.18782249742002,3.44484722941481,3.84468524251806,3.73798449612403,4.56656346749226,2.47496128033041,2.96491228070175,3.48893463715903,2.78435409161091,3.17677286742035,2.11973278520041,0.167020148462354,2.70490146538656,1.49040404040404,1.09772151898734,2.4329423763386,2.11200459506031,2.33666666666667,2.06635318704284,2.45246753246753,2.70848329048843,3.73128205128205,4.39076923076923,7.52464065708419,6.0430990251411,8.62769230769231,1.96116002071466
"HUN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69343575418994,NA,1.85734463276836,1.44740740740741,1.52236652236652,4.03036876355748,4.53451957295374,2.67463768115942,1.85765379113019,NA,NA,NA,NA,0.874261603375527,1.92741935483871,1.27149681528662,1.42215568862275,2.35452660677263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN3",1.1386748844376,1.887171561051,1.95223420647149,3.01081916537867,1.65740740740741,2.64714946070878,1.72567783094099,2.40849673202614,3.32547169811321,3.770206022187,2.40191387559809,3.69413629160063,3.5221843003413,2.88429752066116,5.44174757281553,6.28044871794872,6.17028380634391,2.61833333333333,3.27824620573356,1.78056951423786,3.71592775041051,1.60570469798658,0.693103448275862,1.73301737756714,1.49025974025974,1.68429487179487,2.63384615384615,2.00157232704403,2.54501607717042,2.40282131661442,2.75513428120063,5.11252268602541,3.80094043887147,5.0780487804878,7.62225705329154,3.41904761904762,5.01889763779528,1.7888
"HUN5",1.18669314796425,1.81194029850746,1.84378109452736,3.05168986083499,1.59720837487537,2.80458624127617,1.5199203187251,2.73727933541018,3.23547400611621,2.73978065802592,2.01694915254237,2.2987012987013,4.19456066945607,3.15510204081633,4.75204081632653,5.78920570264766,4.56423982869379,2.29813664596273,3.09090909090909,1.85759162303665,3.63076923076923,1.64360587002096,0.520670391061453,2.49848024316109,1.58641975308642,1.3531786074672,2.72462311557789,2.54297269969666,2.84780388151175,2.73657548125633,NA,5.68396770472895,4.56136820925553,5.96465696465696,6.21621621621622,4.29787234042553,5.10240963855422,1.55706806282723
"IDN4",1.01,1.475,2.21163490471414,2.60239651416122,1.11646586345382,1.02,3,2.32315789473684,3.05906313645621,1.36536536536537,1.53953953953954,1.44644644644645,1.13013013013013,1.12912912912913,1.28528528528529,2.49349349349349,1.49098196392786,1.05511022044088,2.9484425349087,2.55446623093682,1.7510460251046,1.59378349410504,NA,2.85370950888192,1.59649122807018,2.06789413118527,2.665625,2.68397291196388,2.74121405750799,2.51781970649895,2.89541088580576,6.62102689486553,7.17857142857143,5.85549738219895,5.51656314699793,NA,NA,2.30269058295964
"IDN5",1.02097902097902,1.4856855851331,2.16885743174924,2.65953109072375,1.16683417085427,1.06753376688344,1.89827935222672,2.25564681724846,2.96569380440348,1.59528585757272,1.57338056680162,1.41277023629965,1.34886075949367,1.3980875691998,1.49369005552751,2.95973496432212,1.79031427099433,1.28356713426854,2.9200444197668,2.48920454545455,1.7146695325094,1.46198521647307,0.923245614035088,2.7875,1.47302668938103,2.43010752688172,2.75416456335184,2.6188850967008,2.73162583518931,2.37877155172414,NA,6.64589235127479,7.36816192560175,6.1322634200332,5.53556485355648,3.43643162393162,3.51428571428571,2.0519877675841
"IDN7",1.02375,1.71830985915493,1.74507350641226,2.49905003166561,1.08096280087527,1.02,2.06637445209768,2.11790529946692,2.48982785602504,2.7378640776699,2.50140933291575,1.931326434619,1.61022264032612,1.56628016295832,1.57626056999687,2.69073783359498,2.1906553778614,1.48450704225352,2.34324065196548,2.22924014107086,2.30121250797703,1.69196285622799,0.883669609079445,2.04488386691777,1.47014218009479,1.90903348073279,2.84982720703739,2.63242224316682,2.83091939546599,2.48977022348127,2.78844946641557,6.37486012681835,6.78726074678381,6.59673366834171,5.8730407523511,4.38709677419355,3.92387218045113,1.32372505543237
"IND2",1.2497998398719,1.95447219983884,2.39017458384084,2.75943204868154,1.14931945556445,1.75991983967936,2.53677092138631,NA,NA,1.45880452342488,1.49449204406365,1.41437802907916,1.1975517095821,1.51419302514193,3.37914308811641,2.69438837303189,3.27514546965919,1.57994361659283,NA,NA,NA,NA,0.919627749576988,2.8036858974359,1.20552884615385,1.69831730769231,2.61397805770012,2.05228178998671,2.22046552481335,2.2290008841733,2.71511627906977,5.32636409994901,5.98729889923793,5.27592044011849,4.38837405223252,2.94504079003864,3.08859172586711,NA
"IND3",1.10216110019646,1.87048937221948,2.7435,2.86545270612038,1.19832264430192,1.79264047737444,2.22373081463991,2.47350230414747,2.83922829581994,1.5370831259333,1.6270325203252,1.54028197381672,1.74130434782609,1.86574074074074,2.54861821903787,3.05225409836066,2.91584158415842,1.81845996940337,2.16175359032502,2.1776367961935,2.90795529257068,1.60532994923858,0.935810810810811,2.44411764705882,1.54460784313725,1.78088235294118,2.80882352941176,2.01747720364742,2.16542473919523,2.2750565184627,2.71695294996266,6.64285714285714,3.65461847389558,4.99522102747909,6.51349862258953,2.47437357630979,2.42456896551724,1.79699248120301
"IND4",1.08903420523139,1.87258883248731,2.18956611570248,2.71627408993576,1.28411973617453,1.69454360020398,2.18742368742369,2.31578947368421,2.59038238702202,2.11327713382508,2.14073287307488,1.88367240479917,3.08214285714286,2.72436277415531,3.19397993311037,3.89727928928373,3.40045121263395,2.72756756756757,2.19917298414886,2.08125915080527,3.14739069111425,1.57416267942584,0.822284122562674,2.40722166499499,1.50451807228916,1.70789341377577,2.71559633027523,2.1358399029715,2.46289308176101,2.24710189139719,2.62452591656131,5.66356011183597,4.17181705809642,6.0406447091801,6.6865127582017,3.20995962314939,NA,1.71448663853727
"IND5",1.10301507537688,1.74335378323108,2.26811594202899,2.71771611526147,1.38027452974072,1.73422957600827,2.20199501246883,2.23131672597865,2.52615754660253,3.27277872099604,3.02921884317233,2.97435897435897,3.02330226364847,3.09842271293375,3.25195429945881,3.90854751942618,3.87932118164676,3.38204972710734,2.22113365990203,2.11557434813249,2.79260333575054,1.58742632612967,0.813967136150235,2.36881937436932,1.5695564516129,1.7360201511335,2.71109871723369,2.16368286445013,2.40398201669878,2.34174757281553,NA,4.39939024390244,4.78514911746805,5.84577808792742,6.52612393681652,2.77979924717691,3.44501718213058,1.60042134831461
"IND6",1.05072642206353,1.71029668411867,2.02122877122877,2.64238241308793,1.27463207782489,1.41079870614581,2.08615973741794,2.25927977839335,2.62486602357985,1.71740208230045,1.6656738644825,1.57061163600199,1.58342572062084,1.56027027027027,1.62039439543332,1.87436932391524,NA,1.56954137587238,2.1443880428652,2.02887448438421,2.57905544147844,1.52618453865337,0.765511458915595,2.41507936507936,1.3996593812092,1.78645066273932,2.86110384514779,2.43968,2.45379146919431,2.30491707884783,2.4340124003543,5.69884488448845,2.92116402116402,5.28746860173039,7.64276121407467,2.73275393807713,3.30094043887147,1.30167106420405
"IRN4",1.06624355414518,1.91818550020251,2.04590570719603,2.59863364645602,1.27945315641335,1.25431900361591,1.85998233215548,2.1355408388521,2.63105175292154,1.82950819672131,1.46802443991853,1.26132686084142,1.25236333744349,1.18887083671812,1.83745874587459,2.90362953692115,2.20758043190833,1.24711696869852,2.73584905660377,3.13209733487833,1.69219440353461,1.67708333333333,NA,2.5477763099956,1.26134861172323,1.39981908638625,2.47058823529412,NA,NA,NA,NA,4.816,5.66387434554974,5.65911542610572,5.76020408163265,NA,NA,1.74451487079473
"IRN5",1.0746996996997,1.92510350018818,1.88566037735849,2.50736126840317,1.31035781544256,1.28394133132757,NA,2.02229780801209,2.44858757062147,2.67459418648547,2.02833396297696,1.75800980022616,1.52373718192176,1.54094010614102,2.31184012066365,3.13363533408834,2.75740318906606,1.73313230305315,2.104,2.37155963302752,2.91978609625668,1.68085106382979,0.813426329555362,2.59653744824991,1.25817490494297,1.41898589401449,2.64231927710843,NA,NA,NA,NA,NA,4.16950435111616,5.57922871324933,7.0779417328793,2.95849056603774,2.99171374764595,1.52649637819291
"IRN7",1.07004669779853,1.93248663101604,1.70474281897128,2.41231593038822,1.27443105756359,1.40921228304406,2.01471571906354,2.37797416723317,2.53571428571429,2.71409395973154,2.33243787777032,1.49666221628838,1.60201342281879,NA,2.72958500669344,3.65281501340483,3.07457627118644,1.48598130841122,2.49144421629021,1.96200814111262,2.72776646300068,1.43834688346883,0.737660581473969,2.61802286482851,1.17139001349528,1.76664425016812,2.52673796791444,2.34101694915254,2.34527027027027,2.41318977119785,2.69074949358542,NA,6.85302013422819,6.09362279511533,6.87064343163539,3.53095558546433,3.88345612860013,1.39300134589502
"IRQ4",1.02630444156964,1.48631029986962,2.11927013796173,2.38575268817204,1.18225315354502,1.0696065715521,1.7116342236306,1.42379679144385,2.49576460098083,NA,NA,1.31268817204301,NA,NA,1.60860215053763,2.00301075268817,NA,NA,3.21011673151751,1.89530892448513,3.21826392373307,1.53755748594788,0.372272727272727,NA,NA,NA,2.54662522202487,NA,NA,NA,NA,NA,5.42451612903226,6.93075268817204,7.42451612903226,NA,NA,NA
"IRQ5",1.04341372912801,1.48942598187311,2.02245451025939,2.12514484356895,1.22975517890772,1.04652028284332,1.7116342236306,1.43440122044241,2.53289473684211,NA,NA,1.13824192336589,NA,NA,1.41395170563434,1.65194412986032,NA,NA,3.25257289879931,1.98034274193548,3.2688219663419,1.60430107526882,0.372272727272727,2.25286343612335,1.0968709815688,1.11970292704238,2.28912363067293,2.48937132519222,2.44663167104112,2.32030914555603,NA,NA,4.90932096161957,7.06960950764007,8.07887323943662,NA,NA,NA
"IRQ6",1.07916666666667,1.6652754590985,2.3232577665827,2.73170731707317,1.45325542570952,1.18,1.99389179755672,1.7834179357022,2.87489504617968,2.42310960067969,2.88458225667528,1.73054393305439,1.73263888888889,NA,2.46591889559965,3.95696202531646,2.50217202432667,1.73160535117057,2.74479166666667,2.02931034482759,2.94263018534863,1.61030042918455,0.716014897579143,2.54127659574468,1.17845117845118,1.30919931856899,2.63157894736842,2.53819444444444,2.68213058419244,2.4841745081266,2.68173913043478,6.19631901840491,5.30598290598291,5.90496948561465,8.12698412698413,2.98143459915612,3.2161480235492,1.61512027491409
"IRQ7",1.0325,1.58597662771285,1.91617770326907,2.73504273504274,1.26293823038397,1.1675,1.87586206896552,1.8973063973064,2.83709273182957,2.98666666666667,2.735,2.6475,2.29580838323353,NA,2.78166666666667,3.77166666666667,2.3975,2.28,1.99574105621806,2.29051724137931,2.53620689655172,2.26992287917738,0.801919720767888,2.39574468085106,1.18020304568528,1.25301204819277,2.81572273879966,2.63207547169811,2.76608695652174,2.56814310051107,2.76465517241379,NA,4.72416666666667,4.55333333333333,3.10583333333333,7.13666666666667,6.8125,1.6025
"ISR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4247491638796,4.88898525585429,3.3921568627451,5.18266779949023,6.48003398470688,NA,NA,NA,NA,NA,NA,0.804289544235925,2.13065326633166,1.28810720268007,1.59815436241611,2.13127090301003,1.92109777015437,2.5287456445993,2.19794344473008,2.61605584642234,5.09279279279279,3.77065767284992,NA,7.4655462184874,NA,NA,1.73031674208145
"ITA5",1.07333994053518,1.59880834160874,1.82634730538922,2.78391959798995,1.42613065326633,1.96196196196196,2.40581270182992,2.95771670190275,3.17664974619289,2.09409409409409,2.17564870259481,1.319,3.34049409237379,2.42650103519669,3.54067971163749,5.04222451081359,3.90722761596548,2.07135470527404,3.3788037775446,2.60217391304348,3.66142557651992,1.41326530612245,0.433607520564042,2.17481789802289,1.52615062761506,1.59957850368809,2.7797619047619,1.59938524590164,2.10598111227702,1.95025906735751,NA,5.09299191374663,5.93718338399189,4.89416846652268,6.23475609756098,4.42414860681115,5.31352459016393,1.46868008948546
"JOR4",1.04255319148936,1.62305805396566,2.38461538461538,2.69154228855721,1.58634868421053,1.04500818330606,1.82758620689655,1.46461282264779,2.79225061830173,1.32448132780083,1.51371571072319,1.11993382961125,1.05716652858326,1.05766062602965,1.51118475559238,3.14698596201486,1.38281901584654,1.09852216748768,2.68540344514959,1.79139981701738,2.33793738489871,1.55079217148183,NA,2.37563025210084,1.08389261744966,1.13400335008375,2.70853858784893,2.75374376039933,2.89184692179701,2.87354409317804,2.94259567387687,5.96859903381643,7.26424870466321,5.80659945004583,6.99218071242398,NA,NA,1.501303214596
"JOR5",1.03833333333333,1.45697577276525,1.91966527196653,2.50544844928751,1.48451882845188,1.05254378648874,1.84340425531915,1.70808510638298,2.86497890295359,1.84205933682373,1.75788576300085,1.12468619246862,1.02341137123746,1.01670843776107,1.24285714285714,2.35427135678392,1.28847771236333,1.07936507936508,3.16865261228231,1.97261567516525,2.01986754966887,1.34813499111901,0.927655677655678,2.47413793103448,1.12222222222222,1.07771135781383,2.82046979865772,2.84686971235195,2.87774030354132,2.84303797468354,NA,5.6840490797546,6.96932515337423,5.32442396313364,7.64118158123371,2.44309296264118,3.76293103448276,1.45858761987794
"JOR6",1.04333333333333,1.6025,1.95666666666667,2.8,1.49110922946655,1.06844741235392,1.7489539748954,1.65029635901778,2.88916666666667,1.58528428093645,1.65,1.44833333333333,1.29007633587786,NA,1.90635451505017,3.06166666666667,NA,1.65180824222035,2.6875,2.54042179261863,2.99004524886878,1.60994764397906,0.859192825112108,2.32258064516129,1.2055602358888,1.16273187183811,2.85666666666667,2.80988274706868,2.80351170568562,2.85331098072087,2.90863369656329,NA,7.1453634085213,6.71779661016949,7.27318295739348,3.00753768844221,3.84666666666667,1.63636363636364
"JOR7",1.024106400665,1.62916666666667,1.79816513761468,2.64399664147775,1.3978397839784,1.0573566084788,1.94127516778523,1.87015177065767,2.98668885191348,NA,2.10561609388097,1.4432387312187,1.27112970711297,NA,1.91387959866221,3.80868838763576,1.5,1.235,2.44423440453686,2.53098188751192,2.76828110161444,2.0246062992126,0.955160744500846,2.29446308724832,1.23425692695214,1.17351215423303,2.72506286672255,2.70516185476815,2.69535283993115,2.76313522825151,2.78694158075601,NA,7.9608659450458,5.53213367609254,8.03505843071786,2.56734006734007,3.3477537437604,1.49017857142857
"JPN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59414990859232,1.47762557077626,1.87372330547818,2.60235063663075,2.09653233364574,3.52828379674017,4.58301158301158,4.78717201166181,2.84637404580153,NA,NA,NA,NA,0.327493261455526,2.81255374032674,1.45674740484429,2.73223570190641,2.49958158995816,1.67522211253702,2.39285714285714,2.54235423542354,2.79481641468682,6.03994293865906,NA,NA,NA,NA,NA,NA
"JPN2",1.23547094188377,1.75403225806452,1.95412844036697,2.35191256830601,1.77685950413223,3.06365740740741,2.00918635170604,NA,NA,1.52405322415558,1.48008171603677,1.78915046059365,2.44699453551913,1.86798336798337,3.71137339055794,4.93485342019544,5.31338411316649,2.69797225186766,NA,NA,NA,NA,0.202729044834308,2.75733063700708,1.42900919305414,2.71703853955375,2.30122950819672,1.51695906432749,2.39747191011236,2.48194444444444,2.80667593880389,5.92776886035313,5.69221698113208,5.14222222222222,6.77703455964325,4.47754137115839,4.26460481099656,NA
"JPN3",1.10344827586207,1.5595009596929,1.6969111969112,2.19009100101112,1.56121449559256,3.04469854469854,1.91412429378531,2.34519104084321,2.63928571428571,1.56189555125725,1.50917874396135,1.57930367504836,3.47113402061856,2.16945812807882,4.34595701125896,5.72459349593496,5.96053997923157,2.57433808553971,2.97086247086247,2.4987684729064,3.80879120879121,1.68191721132898,0.241978609625668,2.03682170542636,1.57240038872692,2.0472972972973,2.43051506316812,1.57234726688103,2.21090047393365,2.41269841269841,2.76390605686032,5.97869507323569,5.45225603357817,4.77899045020464,6.94561933534743,4.72338204592902,4.10718002081165,1.67601683029453
"JPN4",1.08202833706189,1.57607872823618,1.64840182648402,2.13931144915933,1.64324324324324,3.11986588432523,1.94288304623753,2.5985401459854,2.88174077578051,1.62252663622527,1.46341463414634,1.52815829528158,4.35833333333333,2.1766975308642,4.73202614379085,6.38037307380373,6.42834008097166,3.02728731942215,3.07197290431837,2.47786811201445,3.85136251032205,1.68016877637131,0.250883392226148,2.7191097467383,1.47058823529412,2.73328209069946,2.25765496639283,1.43990188062142,2.18971962616822,2.3740157480315,2.75272007912957,5.69717624148004,5.71794871794872,4.48843930635838,6.66133942161339,4.17426059152678,NA,1.69141039236479
"JPN5",1.08425925925926,1.60074280408542,1.66416510318949,2.16256157635468,1.64170616113744,3.18724279835391,1.87678767876788,2.564,2.84697508896797,1.58124419684308,1.45581395348837,1.53996282527881,4.77459016393443,2.03207547169811,4.59219512195122,6.4482421875,6.46646942800789,2.87548262548263,3.11566771819138,2.56418918918919,3.81485249237029,1.78319502074689,0.246290801186944,2.74581005586592,1.37732342007435,2.78971962616822,2.26574074074074,1.52437810945274,2.34140715109573,2.47976878612717,NA,5.49594438006952,6.14660194174757,4.64269141531322,6.97365945437441,4.30297219558965,5.03317535545024,1.59466666666667
"JPN6",1.0865224625624,1.60276266220176,1.65880370682393,2.06222418358341,1.57810471657291,3.1155303030303,1.92260235558048,2.60113421550095,2.87556561085973,1.38874680306905,1.31148936170213,1.40724946695096,5.143,NA,4.76459330143541,6.14910630291627,NA,2.36921667430142,2.90606060606061,2.49716231555051,3.79443359375,1.80299251870324,0.281914893617021,2.73147377185679,1.33264033264033,2.73227024758708,2.24350377200335,1.89387956564659,2.55426356589147,2.4965034965035,2.65564738292011,5.61468926553672,5.19874100719424,4.51436170212766,7.27677029360967,4.14111812443643,4.67799642218247,1.80609597924773
"JPN7",1.082774049217,1.67715355805243,1.63793103448276,2.21146398140976,1.81226053639847,3.25573770491803,2.00362647325476,2.84630163304515,3.10806174957118,1.32379518072289,1.25733634311512,1.38716981132075,6.71018062397373,1.97694081475788,4.87037037037037,6.80287310454908,6.18350848827809,2.70846645367412,2.97370727432077,2.63687676387582,3.81197301854975,1.59897610921502,0.213173652694611,2.46537602382725,1.3587842846553,2.79433681073025,2.34670704012112,1.58464079273328,2.62121212121212,2.44382544103993,2.60848601735776,5.74590163934426,5.35630383711825,4.00793650793651,7.05015197568389,4.57086614173228,4.85781618224666,1.63768115942029
"KAZ6",1.08066666666667,1.66666666666667,1.81133333333333,2.592,1.58533333333333,2.34533333333333,1.76666666666667,2.19266666666667,3.00333333333333,3.31266666666667,2.59333333333333,2.096,2.18333333333333,2.59666666666667,3.48333333333333,4.78666666666667,NA,2.09133333333333,2.19866666666667,2.506,3.26066666666667,1.716,0.765333333333333,2.42,1.328,1.51133333333333,2.63133333333333,2.822,2.91666666666667,2.70066666666667,2.894,6.178,5.33933333333333,6.686,6.97533333333333,4.838,4.63266666666667,1.492
"KAZ7",1.07131661442006,1.73207249802994,1.87045813586098,2.60935023771791,1.673775671406,2.13837489943685,2.43739565943239,2.41052631578947,2.77562550443906,4.28097165991903,2.9463696369637,2.24491456468674,2.22067767158992,2.47875108412836,3.50750220653133,4.71177504393673,3.76124885215794,2.27640845070423,1.94414414414414,2.2809099901088,2.70611057225994,1.85907859078591,0.798676748582231,1.82575757575758,1.40147783251232,1.78373702422145,2.6136,2.70698466780239,2.86201022146508,2.74829931972789,2.87339606501283,NA,7.33012820512821,5.7773178807947,6.08974358974359,4.63179237631792,4.53766851704996,1.54015887025596
"KGZ4",1.13435700575816,1.62884615384615,2.07899807321773,2.52504816955684,1.57266602502406,2.04633204633205,2.04514889529299,2.36979670861568,2.91119691119691,2.86385426653883,2.725168756027,1.9153031761309,1.76863504356244,1.97882579403272,2.60714285714286,3.37728585178056,3.37306201550388,1.48269230769231,2.26548672566372,2.23152709359606,2.90376984126984,1.964,0.86986301369863,2.52924256951103,1.26558005752637,1.70182166826462,2.54030710172745,2.58374142997062,2.77918287937743,2.40618955512573,2.89427740058196,6.20326864147089,5.44015444015444,5.74806201550388,6.54178674351585,3.59156279961649,NA,1.52199413489736
"KGZ6",1.04133333333333,1.784,2.146,2.41733333333333,1.446,1.79533333333333,1.92838018741633,2.20763563295378,2.60721442885772,3.21419009370817,2.52377762893503,1.97058823529412,1.89692101740295,2.11839464882943,2.36680053547523,3.00200803212851,NA,1.94585561497326,1.816,2.46430953969313,2.62391449565798,2.07147628590514,0.720720720720721,2.18615591397849,1.46385542168675,1.60928043039677,2.21003344481605,2.84333333333333,2.87650200267023,2.618,2.85133333333333,6.54893908281999,6.11623246492986,5.80882352941176,5.84989993328886,4.68804275217101,3.77236315086782,1.3853591160221
